,name,esrb,total_rating
162,Immortal Redneck,6,80.16666667
163,INSIDE,6,90.55332531
164,Hunt: Showdown,6,62.5
165,How to Survive 2,6,67.35352183
166,Hotline Miami 2: Wrong Number,6,74.86690503
167,Hotline Miami,6,85.91174408
168,Hidden Agenda,6,65.15879428
169,Hellblade: Senua's Sacrifice,6,87.21928352
170,Heavy Rain,6,82.66550238
171,HITMAN: Definitive Edition,6,82
172,HITMAN,6,81.26992345
173,Grand Theft Auto: Vice City,6,91.31301832
174,Grand Theft Auto: San Andreas,6,91.8415327
175,Grand Theft Auto V,6,94.1771104
176,Grand Theft Auto III,6,90.65684427
177,Gone Home,6,78.38085989
178,God of War III,6,91.19657543
179,God of War,6,97.27472927
180,Gauntlet,6,63.56275265
181,Game of Thrones: A Telltale Games Series,6,73.13407339
182,Gal*Gun: Double Peace,6,64.5393108
183,Gal*Gun 2,6,66.625
184,Furi,6,78.98628383
185,Frisky Business,6,80
186,Friday the 13th: The Game,6,64.72055901
187,For Honor,6,74.51353578
188,Firewatch,6,79.83955086
189,Filthy Lucre,6,54.16666667
190,Farpoint,6,69.4
191,Far Cry: Primal,6,74.82528403
192,Far Cry 5,6,82.57323794
193,Far Cry 4,6,81.40283798
194,Fallout 4,6,83.62717475
195,Earth Defense Force 4.1 - The Shadow of New Despair,6,77.9
196,ELEX,6,65.4306405
197,Dying: Reborn,6,46.5
198,Dying Light,6,76.8034672
199,Duke Nukem 3D: 20th Anniversary Edition World Tour,6,82.29079512
200,Duke Nukem 3D,6,80.22264454
201,Dreamfall Chapters,6,82.70464972
202,Drawn to Death,6,58.40963484
203,Dragon's Dogma: Dark Arisen,6,79.22222422
204,Dragon Age: Inquisition - Game of the Year Edition,6,90
205,Dragon Age: Inquisition,6,86.8205501
206,Don't Knock Twice,6,80
207,DmC Devil May Cry: Definitive Edition,6,83.44413459
208,Divinity: Original Sin II,6,89.92720367
209,Divinity: Original Sin - Enhanced Edition,6,83.38078277
210,Dishonored: Death of the Outsider,6,85.27087459
211,Dishonored 2,6,86.06237419
212,Dishonored,6,87.55718878
213,Diablo III,6,81.82280542
214,Dex,6,69.19749741
215,Devil May Cry 4,6,80.44148111
216,Deus Ex: Mankind Divided,6,80.32304097
217,Detroit: Become Human,6,80.98387101
218,Detention,6,75.53759062
219,Defiance 2050,6,67.5
220,Deception IV: The Nightmare Princess,6,73
221,Deathtrap,6,75
222,Deadpool,6,70.32662384
223,Dead or Alive 5: Last Round,6,85.59236468
224,Dead Rising: Triple Pack,6,71.09090909
225,Dead Rising 2: Off the Record,6,70.88540217
226,Dead Rising 2,6,78.15679031
227,Dead Rising,6,77.87290454
228,Dead Effect 2,6,62.5
229,Dead Alliance,6,50
230,Daylight,6,52.32282618
231,Darksiders II: Deathinitive Edition,6,75.11176242
232,Dark Souls III,6,86.38064846
233,Danganronpa V3: Killing Harmony,6,88.82348646
234,Danganronpa Another Episode: Ultra Despair Girls,6,72.74366806
235,DOOM,6,86.61657107
236,Crimsonland,6,65.46262665
237,Conan Exiles,6,67.10772896
238,Chivalry : Medieval Warfare,6,70.47071606
239,Chaos;Child,6,81.66666667
240,Carmageddon: Max Damage,6,66.64285714
241,Call of Duty: WWII - Digital Deluxe Edition,6,50
242,Call of Duty: WWII,6,77.65802585
243,Call of Duty: Infinite Warfare,6,75.3453554
244,Call of Duty: Ghosts,6,70.80595838
245,Call of Duty: Black Ops III - Zombies Chronicles Edition,6,90
246,Call of Duty: Black Ops III - Gold Edition,6,80
247,Call of Duty: Black Ops III,6,71.00778811
248,Call of Duty: Advanced Warfare,6,76.27935048
249,Bush Hockey League,6,63.33333333
250,Bulletstorm: Full Clip Edition,6,77.36218815
251,Broforce,6,75.21367339
252,Brawl,6,60.33333333
253,Blue Estate,6,62.51442132
254,Bloody Zombies,6,60
255,Bloodborne,6,90.84759831
256,Black Mirror,6,47.5
257,Beyond: Two Souls,6,71.93065557
258,Berserk and the Band of the Hawk,6,66.31681585
259,Battlefield Hardline,6,68.9627838
260,Battlefield 4,6,78.3979482
261,Battlefield 1: Revolution,6,90
262,Battlefield 1,6,82.98673446
263,Batman: The Telltale Series,6,74.32772888
264,Batman: The Enemy Within,6,77.77989926
265,Batman: Arkham VR,6,76.54967154
266,Batman: Arkham Knight,6,89.88328111
267,BUTCHER,6,75.8
268,Attack on Titan 2,6,78.30769231
269,Attack on Titan,6,71.63213995
270,Assassin's Creed: Unity,6,71.16726417
271,Assassin's Creed: Syndicate,6,74.59069862
272,Assassin's Creed: Rogue Remastered,6,67.5
273,Assassin's Creed: Origins,6,86.23173128
274,Assassin's Creed: Odyssey,6,89.81818182
275,Assassin's Creed IV: Black Flag,6,83.69690196
276,Aragami,6,74.51060657
277,Always Sometimes Monsters,6,77.26679824
278,All Points Bulletin: Reloaded,6,61.60699114
279,Alienation,6,74.91907489
280,Alien: Isolation,6,86.26506954
281,Alekhine's Gun,6,41.5
282,Akiba's Trip: Undead & Undressed,6,63.74781341
283,Afro Samurai 2: Revenge of Kuma,6,28.75
284,A Way Out,6,78.67824541
285,7 Days to Die,6,50.38741489
286,2Dark,6,53.62568306
287,1979 Revolution: Black Friday,6,62.16666667
,,Mean:,74.1431049
,,Std:,11.35067628
